Идентификатор,Код станции,Код первого транзитного пункта,Расстояние до первого транзитного пункта (км),Код второго транзитного пункта,Расстояние до второго транзитного пункта (км),Код третьего транзитного пункта,Расстояние до третьего транзитного пункта (км),Код четвертого узловой станции,Расстояние до четвертого транзитного пункта (км),Тип коррекции,Дата начала действия,Время обновления
1069,679408,676700,214,670102,498,0,0,0,0,U,25.07.2019,26.08.2019 15:02
1070,678570,676700,193,670102,519,0,0,0,0,U,25.07.2019,26.08.2019 13:07
1071,700721,700505,47,708009,467,708507,774,0,0,U,02.08.2021,02.08.2021 14:23
1072,700806,700505,66,708009,448,708507,755,0,0,U,02.08.2021,02.08.2021 14:23
1073,700810,700505,78,708009,436,708507,743,0,0,U,02.08.2021,02.08.2021 14:22
1074,701004,700505,101,708009,413,708507,720,0,0,U,02.08.2021,02.08.2021 14:20
1075,701014,700505,108,708009,406,708507,713,0,0,U,02.08.2021,02.08.2021 14:19
1076,701103,700505,115,708009,399,708507,706,0,0,U,02.08.2021,02.08.2021 14:19
1077,701118,700505,123,708009,391,708507,698,0,0,U,02.08.2021,02.08.2021 14:18
1078,701122,700505,132,708009,382,708507,689,0,0,U,02.08.2021,02.08.2021 14:17
1079,701137,700505,141,708009,373,708507,680,0,0,U,02.08.2021,02.08.2021 14:16
1080,701207,700505,149,708009,365,708507,672,0,0,U,02.08.2021,02.08.2021 14:15
1081,701211,700505,158,708009,356,708507,663,0,0,U,02.08.2021,02.08.2021 14:13
1082,701226,700505,166,708009,348,708507,655,0,0,U,02.08.2021,02.08.2021 14:12
1083,701230,700505,174,708009,340,708507,647,0,0,U,02.08.2021,02.08.2021 14:11
1084,701300,700505,183,708009,331,708507,638,0,0,U,02.08.2021,02.08.2021 14:09
1085,701315,700505,191,708009,323,708507,630,0,0,U,02.08.2021,02.08.2021 14:08
1086,701323,700505,201,708009,313,708507,620,0,0,U,02.08.2021,02.08.2021 14:07
1087,701334,700505,210,708009,304,708507,611,0,0,U,02.08.2021,02.08.2021 14:05
1088,701404,700505,219,708009,295,708507,602,0,0,U,02.08.2021,02.08.2021 14:04
1089,701508,700505,231,708009,283,708507,590,0,0,U,02.08.2021,02.08.2021 14:04
1090,701601,700505,258,708009,310,708507,617,0,0,U,25.05.2024,24.05.2024 13:18
1091,701705,700505,287,708009,339,708507,646,0,0,U,02.08.2021,02.08.2021 14:10
1092,701809,700505,304,708009,356,708507,663,0,0,U,02.08.2021,02.08.2021 14:13
1093,701902,700505,307,708009,359,708507,666,0,0,U,02.08.2021,02.08.2021 14:14
1094,702002,700505,242,708009,272,708507,579,0,0,U,02.08.2021,02.08.2021 14:02
1095,702106,700505,260,708009,254,708507,561,0,0,U,02.08.2021,02.08.2021 14:01
1096,702110,700505,269,708009,245,708507,552,0,0,U,02.08.2021,02.08.2021 14:01
1097,702125,700505,276,708009,238,708507,545,0,0,U,02.08.2021,02.08.2021 14:00
1098,702133,700505,286,708009,228,708507,535,0,0,U,02.08.2021,02.08.2021 13:59
1099,702144,700505,295,708009,219,708507,526,0,0,U,02.08.2021,02.08.2021 13:58
1100,702303,700505,302,708009,212,708507,519,0,0,U,02.08.2021,02.08.2021 13:57
1101,702407,700505,312,708009,202,708507,509,0,0,U,02.08.2021,02.08.2021 13:56
1102,702411,700505,328,708009,186,708507,493,0,0,U,02.08.2021,02.08.2021 13:55
1103,702426,700505,340,708009,174,708507,481,0,0,U,02.08.2021,02.08.2021 13:54
1104,702430,700505,355,708009,159,708507,466,0,0,U,02.08.2021,02.08.2021 13:54
1105,702500,700505,368,708009,146,708507,453,0,0,U,02.08.2021,02.08.2021 13:53
1106,702515,700505,378,708009,136,708507,443,0,0,U,02.08.2021,02.08.2021 13:52
1107,702529,700505,394,708009,120,708507,427,0,0,U,02.08.2021,02.08.2021 13:51
1108,702604,700505,410,708009,104,708507,411,0,0,U,02.08.2021,02.08.2021 13:50
1109,702619,700505,416,708009,98,708507,405,0,0,U,02.08.2021,02.08.2021 13:49
1110,702623,700505,425,708009,89,708507,396,0,0,U,02.08.2021,02.08.2021 13:47
1111,702638,700505,441,708009,73,708507,380,0,0,U,02.08.2021,02.08.2021 13:46
1112,702657,700505,458,708009,56,708507,363,0,0,U,02.08.2021,02.08.2021 13:45
1113,702661,700505,470,708009,44,708507,351,0,0,U,02.08.2021,02.08.2021 13:44
1114,702676,700505,480,708009,34,708507,341,0,0,U,02.08.2021,02.08.2021 13:43
1115,702708,700505,497,708009,17,708507,324,0,0,U,02.08.2021,02.08.2021 13:41
1116,702712,700505,506,708009,8,708507,315,0,0,U,02.08.2021,02.08.2021 13:39
1117,662587,662801,208,663306,196,0,0,0,0,U,25.07.2019,27.08.2019 07:24
1118,662591,662801,256,663306,148,0,0,0,0,U,25.07.2019,26.08.2019 13:13
1119,663240,662801,329,663306,75,0,0,0,0,U,25.07.2019,26.08.2019 14:26
1120,662638,662801,377,663306,27,0,0,0,0,U,25.07.2019,26.08.2019 14:56
1121,676335,676700,26,670102,686,0,0,0,0,U,25.07.2019,20.08.2019 07:18
1122,676791,676700,149,670102,563,0,0,0,0,U,25.07.2019,20.08.2019 07:25
1123,676359,676700,69,670102,643,0,0,0,0,U,25.07.2019,20.08.2019 07:21
1124,662854,662801,55,663306,349,0,0,0,0,U,25.07.2019,26.08.2019 15:08
1125,662572,662801,152,663306,252,0,0,0,0,U,25.07.2019,27.08.2019 07:20
1126,696303,696102,16,0,0,0,0,0,0,U,09.01.2024,08.01.2024 11:46
1127,696403,696102,20,0,0,0,0,0,0,U,09.01.2024,08.01.2024 11:47
1128,700609,700505,14,708009,500,708507,807,0,0,U,07.03.2024,06.03.2024 16:09
1129,700702,700505,28,708009,486,708507,793,0,0,U,02.08.2021,02.08.2021 14:25
1130,700717,700505,39,708009,475,708507,782,0,0,U,02.08.2021,02.08.2021 14:24
1131,714809,676700,653,670102,59,0,0,0,0,U,25.07.2019,26.08.2019 14:59
1132,714902,676700,285,670102,427,0,0,0,0,U,25.07.2019,26.08.2019 15:15
1133,660702,661103,174,660007,218,0,0,0,0,U,29.01.2019,20.02.2019 14:11
1134,671302,666501,178,660007,111,0,0,0,0,U,08.04.2022,08.04.2022 09:44
1135,667504,666501,96,660007,193,0,0,0,0,U,01.11.2015,21.10.2015 15:24
1136,667627,666501,137,660007,152,0,0,0,0,U,14.11.2018,16.11.2018 18:58
1137,667735,666501,170,660007,119,0,0,0,0,U,01.05.2018,28.04.2018 12:27
1138,667805,666501,186,660007,103,0,0,0,0,U,01.11.2015,21.10.2015 15:24
1139,668808,668600,26,660007,109,0,0,0,0,U,25.07.2019,21.08.2019 14:05
1140,668827,668600,38,660007,97,0,0,0,0,U,25.07.2019,19.08.2019 12:38
1141,669001,668600,74,660007,61,0,0,0,0,U,25.07.2019,28.08.2019 07:29
1142,669020,668600,101,660007,34,0,0,0,0,U,25.07.2019,26.08.2019 15:11
1143,669045,668600,121,660007,14,0,0,0,0,U,25.07.2019,26.08.2019 15:12
1144,684020,684001,25,685707,198,0,0,0,0,U,28.11.2012,29.11.2012 18:26
1145,684040,684001,59,685707,164,0,0,0,0,U,28.11.2012,29.11.2012 18:26
1146,684105,684001,43,685707,180,0,0,0,0,U,28.11.2012,29.11.2012 18:26
1147,685305,684001,91,685707,132,0,0,0,0,U,28.11.2012,29.11.2012 18:28
1148,685324,684001,118,685707,105,0,0,0,0,U,01.06.2018,01.06.2018 16:13
1149,685339,684001,131,685707,92,0,0,0,0,U,28.11.2012,29.11.2012 18:28
1150,685409,684001,143,685707,80,0,0,0,0,U,27.09.2024,26.09.2024 13:07
1151,685413,684001,157,685707,66,0,0,0,0,U,01.06.2018,06.07.2018 15:20
1152,685502,684001,174,685707,49,0,0,0,0,U,27.09.2024,26.09.2024 13:01
1153,679003,683102,72,679107,33,0,0,0,0,U,25.07.2019,22.08.2019 12:00
1154,679111,683102,101,679107,4,0,0,0,0,U,25.07.2019,21.08.2019 13:53
1155,682608,683102,42,679107,63,0,0,0,0,U,09.10.2023,06.10.2023 07:47
1156,698254,698004,7,710600,29,0,0,0,0,U,25.07.2019,27.08.2019 08:57
1157,702200,700505,106,707701,187,0,0,0,0,U,25.07.2019,28.08.2019 13:35
1158,696051,696102,7,697509,110,0,0,0,0,U,08.12.2020,08.12.2020 11:57
1159,704807,700505,255,707701,38,0,0,0,0,U,25.07.2024,23.07.2024 10:42
1160,705806,700505,200,707701,93,0,0,0,0,U,25.07.2019,27.08.2019 15:12
1161,696206,696102,8,697509,114,0,0,0,0,U,19.01.2021,19.01.2021 16:28
1162,696704,696102,11,697509,106,0,0,0,0,U,08.11.2023,03.11.2023 06:39
1163,696719,696102,21,697509,96,0,0,0,0,U,25.07.2019,23.08.2019 08:38
1164,696723,696102,33,697509,84,0,0,0,0,U,25.07.2019,26.08.2019 14:22
1165,696901,696102,57,697509,60,0,0,0,0,U,25.07.2019,26.08.2019 09:43
1166,697105,696102,88,697509,91,0,0,0,0,U,25.07.2019,27.08.2019 07:30
1167,697209,696102,97,697509,100,0,0,0,0,U,25.07.2019,28.08.2019 08:57
1168,697302,696102,84,697509,33,0,0,0,0,U,25.07.2019,28.08.2019 13:33
1169,689005,696102,110,697509,7,0,0,0,0,U,01.07.2025,30.06.2025 10:51
1170,700513,700505,18,707701,275,0,0,0,0,U,25.07.2019,26.08.2019 07:00
1171,700524,700505,37,707701,256,0,0,0,0,U,25.07.2019,21.08.2019 13:52
1172,700539,700505,58,707701,235,0,0,0,0,U,25.07.2019,22.08.2019 06:41
1173,700543,700505,78,707701,215,0,0,0,0,U,25.07.2019,22.08.2019 07:36
1174,700558,700505,124,707701,169,0,0,0,0,U,25.07.2019,26.08.2019 12:16
1175,700562,700505,150,707701,143,0,0,0,0,U,25.07.2019,26.08.2019 12:29
1176,700577,700505,175,707701,118,0,0,0,0,U,25.07.2019,28.08.2019 13:34
1177,700596,700505,219,707701,74,0,0,0,0,U,25.07.2019,16.08.2019 12:43
1178,700613,700505,237,707701,56,0,0,0,0,U,25.07.2019,23.08.2019 07:46
1179,700632,700505,268,707701,25,0,0,0,0,U,25.07.2019,22.08.2019 12:06
1180,707608,700505,284,707701,9,0,0,0,0,U,25.07.2019,19.08.2019 07:24
1181,707805,700505,284,707701,9,0,0,0,0,U,25.07.2019,19.08.2019 07:25
1182,668013,668600,14,660007,121,0,0,0,0,U,25.07.2019,20.08.2019 07:35
1183,668028,668600,59,660007,76,0,0,0,0,U,25.07.2019,20.08.2019 07:36
1184,668032,668600,88,660007,47,0,0,0,0,U,25.07.2019,20.08.2019 07:37
1185,687103,687008,12,685707,186,0,0,0,0,U,08.11.2023,03.11.2023 06:33
1186,688002,687008,58,685707,232,0,0,0,0,U,20.09.2021,20.09.2021 06:53
1187,688106,687008,73,685707,247,0,0,0,0,U,20.09.2021,20.09.2021 06:55
1188,688203,687008,98,685707,272,0,0,0,0,U,20.09.2021,20.09.2021 06:43
1189,688303,687008,125,685707,299,0,0,0,0,U,20.09.2021,20.09.2021 06:41
1190,688407,687008,148,685707,322,0,0,0,0,U,09.01.2024,08.01.2024 11:45
1191,688500,687008,174,685707,348,0,0,0,0,U,09.01.2024,08.01.2024 11:50
1192,688604,687008,209,685707,383,0,0,0,0,U,08.11.2023,03.11.2023 06:31
1193,661156,661103,10,662002,400,0,0,0,0,U,30.12.2020,30.12.2020 14:16
1194,661207,661103,90,662002,320,0,0,0,0,U,15.09.2022,12.09.2022 15:06
1195,661300,661103,34,662002,376,0,0,0,0,U,30.12.2020,30.12.2020 13:58
1196,661315,661103,49,662002,361,0,0,0,0,U,30.12.2020,30.12.2020 14:19
1197,661322,661103,22,662002,388,0,0,0,0,U,30.12.2020,30.12.2020 14:17
1198,661404,661103,65,662002,345,0,0,0,0,U,30.12.2020,30.12.2020 14:40
1199,661419,661103,77,662002,333,0,0,0,0,U,30.12.2020,30.12.2020 14:35
1200,661438,661103,104,662002,306,0,0,0,0,U,30.12.2020,30.12.2020 14:21
1201,661508,661103,116,662002,294,0,0,0,0,U,30.12.2020,30.12.2020 14:36
1202,661601,661103,125,662002,292,0,0,0,0,U,16.07.2019,16.07.2019 14:17
1203,661705,661103,123,662002,287,0,0,0,0,U,30.12.2020,30.12.2020 13:42
1204,661718,661103,143,662002,267,0,0,0,0,U,30.12.2020,30.12.2020 14:07
1205,661809,661103,131,662002,279,0,0,0,0,U,30.12.2020,30.12.2020 14:10
1206,661813,661103,158,662002,252,0,0,0,0,U,30.12.2020,30.12.2020 14:37
1207,661828,661103,173,662002,237,0,0,0,0,U,30.12.2020,30.12.2020 14:27
1208,661832,661103,186,662002,224,0,0,0,0,U,30.12.2020,30.12.2020 13:53
1209,661902,661103,131,662002,279,0,0,0,0,U,30.12.2020,30.12.2020 14:11
1210,662106,661103,199,662002,211,0,0,0,0,U,30.12.2020,30.12.2020 11:36
1211,662110,661103,214,662002,196,0,0,0,0,U,30.12.2020,30.12.2020 14:26
1212,667932,661103,356,662002,54,0,0,0,0,U,30.12.2020,30.12.2020 13:59
1213,703196,704703,4,700007,299,0,0,0,0,U,25.07.2019,26.08.2019 12:58
1214,661512,661103,121,662002,289,0,0,0,0,U,30.12.2020,30.12.2020 14:18
1215,671001,660007,151,669904,122,0,0,0,0,U,08.04.2022,08.04.2022 09:36
1216,669302,660007,29,669904,244,0,0,0,0,U,25.07.2019,22.08.2019 11:57
1217,669321,660007,10,669904,263,0,0,0,0,U,25.07.2019,26.08.2019 12:53
1218,669355,660007,54,669904,219,0,0,0,0,U,25.07.2019,22.08.2019 12:06
1219,669374,660007,65,669904,208,0,0,0,0,U,25.07.2019,27.08.2019 15:00
1220,669393,660007,80,669904,193,0,0,0,0,U,25.07.2019,23.08.2019 08:39
1221,669406,660007,98,669904,175,0,0,0,0,U,25.07.2019,22.08.2019 06:59
1222,669425,660007,116,669904,157,0,0,0,0,U,25.07.2019,26.08.2019 08:58
1223,669430,660007,125,669904,148,0,0,0,0,U,20.09.2021,20.09.2021 07:26
1224,669507,660007,135,669904,138,0,0,0,0,U,20.09.2021,20.09.2021 06:36
1225,669603,660007,159,669904,114,0,0,0,0,U,25.07.2019,20.08.2019 07:07
1226,669618,660007,169,669904,104,0,0,0,0,U,25.07.2019,27.08.2019 07:14
1227,669707,660007,185,669904,88,0,0,0,0,U,25.07.2019,23.08.2019 08:30
1228,669726,660007,205,669904,68,0,0,0,0,U,25.07.2019,23.08.2019 07:05
1229,669730,660007,214,669904,59,0,0,0,0,U,25.07.2019,22.08.2019 12:20
1230,669800,660007,231,669904,42,0,0,0,0,U,25.07.2019,22.08.2019 12:17
1231,669834,660007,254,669904,19,0,0,0,0,U,25.07.2019,28.08.2019 12:40
1232,662125,661103,229,662002,181,0,0,0,0,U,30.12.2020,30.12.2020 14:25
1233,662132,661103,243,662002,167,0,0,0,0,U,30.12.2020,30.12.2020 14:12
1234,662209,661103,257,662002,153,0,0,0,0,U,30.12.2020,30.12.2020 14:33
1235,662214,661103,272,662002,138,0,0,0,0,U,30.12.2020,30.12.2020 14:24
1236,678903,661103,286,662002,124,0,0,0,0,U,07.08.2023,04.08.2023 06:35
1237,662233,661103,300,662002,110,0,0,0,0,U,30.12.2020,30.12.2020 14:22
1238,662248,661103,315,662002,95,0,0,0,0,U,30.12.2020,30.12.2020 14:31
1239,662252,661103,328,662002,82,0,0,0,0,U,30.12.2020,30.12.2020 13:48
1240,662267,661103,343,662002,67,0,0,0,0,U,30.12.2020,30.12.2020 14:30
1241,662303,661103,366,662002,44,0,0,0,0,U,30.12.2020,30.12.2020 13:55
1242,662318,661103,377,662002,33,0,0,0,0,U,30.12.2020,30.12.2020 14:29
1243,662322,661103,392,662002,18,0,0,0,0,U,30.12.2020,30.12.2020 14:28
1244,662407,661103,406,662002,4,0,0,0,0,U,30.12.2020,30.12.2020 13:56
1245,703005,704703,40,700007,263,0,0,0,0,U,25.02.2021,25.02.2021 14:26
1246,703109,704703,65,700007,238,0,0,0,0,U,25.07.2019,28.08.2019 13:53
1247,703113,704703,74,700007,229,0,0,0,0,U,25.02.2021,25.02.2021 14:27
1248,703128,704703,90,700007,213,0,0,0,0,U,25.02.2021,25.02.2021 14:28
1249,703202,704703,100,700007,203,0,0,0,0,U,25.02.2021,25.02.2021 14:29
1250,703217,704703,111,700007,192,0,0,0,0,U,25.02.2021,25.02.2021 14:30
1251,703221,704703,128,700007,175,0,0,0,0,U,25.02.2021,25.02.2021 14:31
1252,703306,704703,147,700007,156,0,0,0,0,U,25.07.2019,26.08.2019 12:30
1253,703405,704703,170,700007,133,0,0,0,0,U,25.07.2019,28.08.2019 13:20
1254,703503,704703,196,700007,107,0,0,0,0,U,25.07.2019,23.08.2019 08:13
1255,703522,704703,226,700007,77,0,0,0,0,U,25.07.2019,22.08.2019 07:37
1256,703607,704703,239,700007,64,0,0,0,0,U,26.05.2020,19.05.2020 11:34
1257,703611,704703,250,700007,53,0,0,0,0,U,25.07.2019,22.08.2019 07:35
1258,703700,704703,276,700007,27,0,0,0,0,U,03.10.2023,04.10.2023 07:11
1259,703804,704703,286,700007,17,0,0,0,0,U,25.07.2019,16.08.2019 13:08
1260,703908,704703,295,700007,8,0,0,0,0,U,25.07.2019,20.08.2019 08:46
1261,704722,704703,7,700007,296,0,0,0,0,U,25.07.2019,23.08.2019 07:40
1262,704737,704703,21,700007,282,0,0,0,0,U,25.02.2021,25.02.2021 14:26
1263,694200,693405,29,694605,138,0,0,0,0,U,25.07.2019,23.08.2019 08:22
1264,694215,693405,54,694605,113,0,0,0,0,U,25.07.2019,28.08.2019 12:39
1265,694408,693405,95,694605,72,0,0,0,0,U,25.07.2019,20.08.2019 08:07
1266,694501,693405,121,694605,46,0,0,0,0,U,25.07.2019,28.08.2019 13:39
1267,694516,693405,154,694605,13,0,0,0,0,U,25.07.2019,26.08.2019 12:22
1268,687207,688708,183,687008,12,0,0,0,0,U,16.07.2019,16.07.2019 14:54
1269,687404,688708,175,687008,20,0,0,0,0,U,08.04.2022,08.04.2022 09:46
1270,687508,688708,159,687008,36,0,0,0,0,U,08.11.2023,03.11.2023 06:25
1271,687601,688708,142,687008,53,0,0,0,0,U,24.10.2023,20.10.2023 06:39
1272,687705,688708,125,687008,70,0,0,0,0,U,08.11.2023,03.11.2023 06:36
1273,687724,688708,105,687008,90,0,0,0,0,U,25.07.2019,28.08.2019 06:35
1274,687809,688708,84,687008,111,0,0,0,0,U,27.09.2024,26.09.2024 13:06
1275,687828,688708,64,687008,131,0,0,0,0,U,25.07.2019,22.08.2019 06:32
1276,687902,688708,44,687008,151,0,0,0,0,U,09.01.2024,08.01.2024 11:44
1277,687917,688708,33,687008,162,0,0,0,0,U,25.07.2019,23.08.2019 07:05
1278,687936,688708,12,687008,183,0,0,0,0,U,25.07.2019,22.08.2019 06:35
1279,695909,698004,63,698606,16,0,0,0,0,U,18.04.2022,08.04.2022 14:13
1280,696808,698004,63,698606,16,0,0,0,0,U,18.04.2022,08.04.2022 14:16
1281,698057,698004,27,698606,52,0,0,0,0,U,25.07.2019,22.08.2019 12:25
1282,698409,698004,45,698606,34,0,0,0,0,U,25.07.2019,19.08.2019 12:30
1283,698502,698004,72,698606,7,0,0,0,0,U,25.07.2019,23.08.2019 08:17
1284,660908,698606,60,706304,143,0,0,0,0,U,25.07.2019,26.08.2019 09:47
1285,705903,698606,133,706304,70,0,0,0,0,U,25.07.2019,20.08.2019 08:32
1286,705918,698606,150,706304,53,0,0,0,0,U,08.11.2024,07.11.2024 12:26
1287,705922,698606,160,706304,43,0,0,0,0,U,25.02.2021,25.02.2021 14:14
1288,706003,698606,172,706304,31,0,0,0,0,U,25.07.2019,26.08.2019 09:37
1289,706018,698606,178,706304,25,0,0,0,0,U,25.07.2019,22.08.2019 11:54
1290,706107,698606,187,706304,16,0,0,0,0,U,25.07.2019,28.08.2019 13:57
1291,698704,698606,7,706304,204,0,0,0,0,U,08.12.2020,08.12.2020 13:18
1292,698803,698606,13,706304,210,0,0,0,0,U,13.07.2021,13.07.2021 13:34
1293,698907,698606,20,706304,217,0,0,0,0,U,13.07.2021,13.07.2021 13:54
1294,699007,698606,29,706304,226,0,0,0,0,U,13.07.2021,13.07.2021 13:56
1295,699100,698606,12,706304,209,0,0,0,0,U,13.07.2021,13.07.2021 13:58
1296,699204,698606,13,706304,190,0,0,0,0,U,21.06.2024,20.06.2024 10:42
1297,699308,698606,27,706304,176,0,0,0,0,U,05.04.2024,03.04.2024 07:15
1298,699401,698606,49,706304,154,0,0,0,0,U,25.07.2019,02.09.2019 06:15
1299,699505,698606,55,706304,148,0,0,0,0,U,25.07.2019,27.08.2019 08:38
1300,699609,698606,75,706304,128,0,0,0,0,U,25.07.2019,23.08.2019 08:05
1301,699702,698606,84,706304,119,0,0,0,0,U,25.07.2019,28.08.2019 12:31
1302,699740,698606,98,706304,105,0,0,0,0,U,25.07.2019,26.08.2019 12:22
1303,699767,698606,114,706304,104,0,0,0,0,U,25.07.2019,16.08.2019 12:37
1304,699774,698606,116,706304,87,0,0,0,0,U,25.02.2021,25.02.2021 14:10
1305,706200,698606,195,706304,8,0,0,0,0,U,08.11.2024,07.11.2024 12:25
1306,686505,685707,22,687008,166,0,0,0,0,U,24.10.2023,20.10.2023 06:33
1307,686609,685707,51,687008,137,0,0,0,0,U,08.11.2023,03.11.2023 06:40
1308,686702,685707,93,687008,95,0,0,0,0,U,25.02.2021,25.02.2021 13:34
1309,686806,685707,117,687008,71,0,0,0,0,U,08.11.2023,03.11.2023 06:38
1310,686902,685707,142,687008,46,0,0,0,0,U,09.01.2024,08.01.2024 11:42
1311,686933,685707,178,687008,10,0,0,0,0,U,28.11.2012,29.11.2012 18:29
1312,704205,710600,78,704101,17,0,0,0,0,U,25.07.2019,21.08.2019 13:19
1313,697904,710600,41,704101,54,0,0,0,0,U,25.07.2019,28.08.2019 13:37
1314,698201,710600,9,704101,86,0,0,0,0,U,25.07.2019,26.08.2019 09:48
1315,698216,710600,27,704101,68,0,0,0,0,U,25.07.2019,28.08.2019 13:26
1316,698305,710600,91,704101,4,0,0,0,0,U,25.07.2019,27.08.2019 08:55
1317,699900,710600,59,704101,36,0,0,0,0,U,25.07.2019,22.08.2019 11:59
1318,661118,661103,17,662801,283,0,0,0,0,U,25.07.2019,27.08.2019 07:07
1319,661137,661103,54,662801,246,0,0,0,0,U,25.07.2019,27.08.2019 07:06
1320,661141,661103,74,662801,226,0,0,0,0,U,25.07.2019,26.08.2019 15:23
1321,661160,661103,84,662801,216,0,0,0,0,U,25.07.2019,28.08.2019 13:54
1322,660100,661103,47,662801,253,0,0,0,0,U,25.07.2019,19.08.2019 12:37
1323,662500,661103,94,662801,206,0,0,0,0,U,20.09.2021,20.09.2021 08:00
1324,662515,661103,112,662801,188,0,0,0,0,U,25.07.2019,26.08.2019 15:22
1325,662528,661103,130,662801,170,0,0,0,0,U,25.07.2019,26.08.2019 15:21
1326,662549,661103,168,662801,132,0,0,0,0,U,25.07.2019,26.08.2019 15:20
1327,662604,661103,187,662801,113,0,0,0,0,U,08.11.2024,07.11.2024 12:33
1328,662619,661103,205,662801,95,0,0,0,0,U,25.07.2019,26.08.2019 15:19
1329,662623,661103,224,662801,76,0,0,0,0,U,25.07.2019,26.08.2019 15:18
1330,662642,661103,263,662801,37,0,0,0,0,U,25.07.2019,26.08.2019 15:17
1331,664807,661103,279,662801,21,0,0,0,0,U,19.11.2024,18.11.2024 14:02
1332,664101,661103,248,662801,52,0,0,0,0,U,25.07.2019,23.08.2019 08:24
1333,664205,661103,36,662801,264,0,0,0,0,U,25.07.2019,20.08.2019 06:53
1334,664309,661103,149,662801,151,0,0,0,0,U,19.11.2024,18.11.2024 14:04
1335,690604,675905,191,676700,167,0,0,0,0,U,25.07.2019,19.08.2019 14:45
1336,667256,675905,157,676700,97,0,0,0,0,U,25.07.2019,26.08.2019 14:53
1337,675958,675905,51,676700,203,0,0,0,0,U,25.07.2019,23.08.2019 08:06
1338,675962,675905,69,676700,185,0,0,0,0,U,25.07.2019,26.08.2019 13:03
1339,676113,675905,34,676700,220,0,0,0,0,U,25.07.2019,26.08.2019 15:13
1340,676202,675905,91,676700,163,0,0,0,0,U,25.07.2019,22.08.2019 06:25
1341,676217,675905,117,676700,137,0,0,0,0,U,25.07.2019,26.08.2019 13:02
1342,676221,675905,139,676700,115,0,0,0,0,U,25.07.2019,19.08.2019 11:59
1343,676236,675905,176,676700,78,0,0,0,0,U,25.07.2019,26.08.2019 09:50
1344,676306,675905,91,676700,163,0,0,0,0,U,25.07.2019,22.08.2019 06:30
1345,676401,675905,205,676700,181,0,0,0,0,U,25.07.2019,22.08.2019 12:38
1346,676503,675905,207,676700,47,0,0,0,0,U,09.01.2024,08.01.2024 11:42
1347,676518,675905,229,676700,69,0,0,0,0,U,25.07.2019,21.08.2019 14:09
1348,676715,675905,227,676700,27,0,0,0,0,U,25.07.2019,22.08.2019 07:01
1349,691700,669904,120,662801,379,0,0,0,0,U,25.07.2019,21.08.2019 13:33
1350,691804,669904,136,662801,363,0,0,0,0,U,25.07.2019,28.08.2019 14:03
1351,691908,669904,162,662801,337,0,0,0,0,U,25.07.2019,22.08.2019 06:33
1352,692008,669904,185,662801,314,0,0,0,0,U,25.02.2021,25.02.2021 13:52
1353,692101,669904,206,662801,293,0,0,0,0,U,25.07.2019,28.08.2019 06:26
1354,692205,669904,231,662801,268,0,0,0,0,U,25.07.2019,27.08.2019 07:31
1355,692309,669904,264,662801,235,0,0,0,0,U,25.07.2019,27.08.2019 08:15
1356,679605,669904,26,662801,473,0,0,0,0,U,25.07.2019,27.08.2019 08:21
1357,679709,669904,53,662801,446,0,0,0,0,U,25.07.2019,16.08.2019 13:02
1358,679802,669904,67,662801,432,0,0,0,0,U,25.07.2019,19.08.2019 12:32
1359,679906,669904,97,662801,402,0,0,0,0,U,25.07.2019,20.08.2019 06:51
1360,704309,700007,32,700505,11,0,0,0,0,U,25.07.2024,23.07.2024 10:46
1361,696507,669904,291,662801,208,0,0,0,0,U,25.07.2019,26.08.2019 07:01
1362,696600,669904,317,662801,182,0,0,0,0,U,25.07.2019,28.08.2019 07:31
1363,700204,700007,7,700505,36,0,0,0,0,U,25.07.2019,26.08.2019 09:45
1364,700308,700007,12,700505,31,0,0,0,0,U,25.07.2019,22.08.2019 07:34
1365,700401,700007,19,700505,24,0,0,0,0,U,25.07.2019,19.08.2019 12:35
1366,713204,669904,395,662801,104,0,0,0,0,U,25.07.2019,28.08.2019 12:30
1367,714705,669904,341,662801,158,0,0,0,0,U,25.07.2019,22.08.2019 06:38
1368,710206,669904,459,662801,40,0,0,0,0,U,25.07.2019,28.08.2019 06:46
1369,710300,669904,477,662801,22,0,0,0,0,U,25.07.2019,19.08.2019 07:20
1370,710704,669904,439,662801,60,0,0,0,0,U,25.07.2019,27.08.2019 08:14
1371,710808,669904,418,662801,81,0,0,0,0,U,25.07.2019,26.08.2019 12:14
1372,710901,669904,368,662801,131,0,0,0,0,U,25.07.2019,27.08.2019 08:17
1373,707909,708009,55,708507,263,700505,558,677309,570,U,03.08.2021,03.08.2021 09:54
1374,708102,708009,124,708507,194,700505,627,677309,639,U,03.08.2021,03.08.2021 09:57
1375,708117,708009,101,708507,217,700505,604,677309,616,U,03.08.2021,03.08.2021 09:56
1376,708121,708009,78,708507,240,700505,581,677309,593,U,03.08.2021,03.08.2021 09:55
1377,708136,708009,32,708507,286,700505,535,677309,547,U,03.08.2021,03.08.2021 09:52
1378,708155,708009,8,708507,310,700505,511,677309,523,U,03.08.2021,03.08.2021 09:53
1379,708206,708009,144,708507,174,700505,647,677309,659,U,03.08.2021,03.08.2021 09:58
1380,708259,708009,213,708507,105,700505,716,677309,728,U,29.05.2023,29.05.2023 09:22
1381,708263,708009,242,708507,76,700505,745,677309,757,U,03.08.2021,03.08.2021 10:02
